     Index       y_measurement           y_fitting        descriptor_1
       384    0.8740000000E+03    0.7669693918E+03    0.1319700000E+05
       385    0.8290000000E+03    0.7669693918E+03    0.1319700000E+05
       386    0.7000000000E+03    0.7669693918E+03    0.1319700000E+05
       387    0.8060000000E+03    0.6868893102E+03    0.1117800000E+05
       388    0.7200000000E+03    0.6786790195E+03    0.1097100000E+05
       389    0.6880000000E+03    0.6786790195E+03    0.1097100000E+05
       390    0.1034000000E+04    0.1013159123E+04    0.1940400000E+05
       391    0.1139000000E+04    0.1086456790E+04    0.2125200000E+05
       392    0.1002000000E+04    0.8665637875E+03    0.1570800000E+05
       393    0.1056000000E+04    0.1013159123E+04    0.1940400000E+05
       394    0.1124000000E+04    0.1086456790E+04    0.2125200000E+05
       395    0.1082000000E+04    0.8665637875E+03    0.1570800000E+05
       396    0.1054000000E+04    0.1013159123E+04    0.1940400000E+05
       397    0.1190000000E+04    0.1086456790E+04    0.2125200000E+05
       398    0.9350000000E+03    0.8665637875E+03    0.1570800000E+05
       399    0.1037000000E+04    0.9731785768E+03    0.1839600000E+05
       400    0.1110000000E+04    0.1042668573E+04    0.2014800000E+05
       401    0.1035000000E+04    0.8341985837E+03    0.1489200000E+05
       402    0.9270000000E+03    0.9765102889E+03    0.1848000000E+05
       403    0.9760000000E+03    0.1086456790E+04    0.2125200000E+05
       404    0.9860000000E+03    0.9032126213E+03    0.1663200000E+05
       405    0.9560000000E+03    0.9765102889E+03    0.1848000000E+05
       406    0.9460000000E+03    0.1086456790E+04    0.2125200000E+05
       407    0.1089000000E+04    0.9032126213E+03    0.1663200000E+05
       408    0.9600000000E+03    0.9765102889E+03    0.1848000000E+05
       409    0.1033000000E+04    0.1086456790E+04    0.2125200000E+05
       410    0.1080000000E+04    0.9032126213E+03    0.1663200000E+05
       411    0.9240000000E+03    0.9384335785E+03    0.1752000000E+05
       412    0.1009000000E+04    0.1042668573E+04    0.2014800000E+05
       413    0.1053000000E+04    0.8689435819E+03    0.1576800000E+05
       414    0.8540000000E+03    0.1013159123E+04    0.1940400000E+05
       415    0.1086000000E+04    0.1086456790E+04    0.2125200000E+05
       416    0.8890000000E+03    0.9398614551E+03    0.1755600000E+05
