     Index       y_measurement           y_fitting        descriptor_1
       334    0.5120000000E+03    0.5389272097E+03    0.7557120000E+04
       335    0.5630000000E+03    0.5233706406E+03    0.7078991597E+04
       336    0.5500000000E+03    0.5144046174E+03    0.6803422460E+04
       337    0.5830000000E+03    0.5435760082E+03    0.7700000000E+04
       338    0.5830000000E+03    0.5102144161E+03    0.6674637363E+04
       339    0.5500000000E+03    0.5383832387E+03    0.7540401146E+04
       340    0.4820000000E+03    0.4709025285E+03    0.5466393443E+04
       341    0.4820000000E+03    0.4733386050E+03    0.5541265823E+04
       342    0.4900000000E+03    0.4767807266E+03    0.5647058824E+04
       343    0.4760000000E+03    0.4718979094E+03    0.5496986301E+04
       344    0.4830000000E+03    0.4731353741E+03    0.5535019557E+04
       345    0.4800000000E+03    0.4785032410E+03    0.5700000000E+04
       346    0.4910000000E+03    0.4901097619E+03    0.6056724368E+04
       347    0.4710000000E+03    0.4634220909E+03    0.5236483516E+04
       348    0.4690000000E+03    0.4877019274E+03    0.5982720000E+04
       349    0.4900000000E+03    0.4753863102E+03    0.5604201681E+04
       350    0.4830000000E+03    0.4682882085E+03    0.5386042781E+04
       351    0.4980000000E+03    0.4913822262E+03    0.6095833333E+04
       352    0.4910000000E+03    0.4649709658E+03    0.5284087912E+04
       353    0.4630000000E+03    0.4872712837E+03    0.5969484241E+04
       354    0.6000000000E+03    0.5567914136E+03    0.8106173149E+04
       355    0.6150000000E+03    0.5543440661E+03    0.8030954357E+04
       356    0.6070000000E+03    0.5393385413E+03    0.7569762203E+04
       357    0.5960000000E+03    0.5423417191E+03    0.7662064343E+04
       358    0.6180000000E+03    0.5589614434E+03    0.8172868633E+04
       359    0.5850000000E+03    0.5665439455E+03    0.8405915493E+04
       360    0.5510000000E+03    0.5113180413E+03    0.6708557089E+04
       361    0.5560000000E+03    0.5092926503E+03    0.6646307054E+04
       362    0.5500000000E+03    0.4968742849E+03    0.6264630788E+04
       363    0.5370000000E+03    0.4993596735E+03    0.6341018767E+04
       364    0.5430000000E+03    0.5131139281E+03    0.6763753351E+04
       365    0.5430000000E+03    0.5193891022E+03    0.6956619718E+04
       366    0.4710000000E+03    0.4658446691E+03    0.5310941029E+04
       367    0.4760000000E+03    0.4642412345E+03    0.5261659751E+04
       368    0.4820000000E+03    0.4544100286E+03    0.4959499374E+04
       369    0.4770000000E+03    0.4563776279E+03    0.5019973190E+04
       370    0.4910000000E+03    0.4672664128E+03    0.5354638070E+04
       371    0.4790000000E+03    0.4722342590E+03    0.5507323944E+04
       372    0.7810000000E+03    0.7665136183E+03    0.1455194805E+05
       373    0.6980000000E+03    0.7411633651E+03    0.1377281250E+05
       374    0.9060000000E+03    0.7474781582E+03    0.1396689655E+05
       375    0.7400000000E+03    0.6866515860E+03    0.1209740260E+05
       376    0.6780000000E+03    0.6655772790E+03    0.1144968750E+05
       377    0.7700000000E+03    0.6708269263E+03    0.1161103448E+05
       378    0.7940000000E+03    0.8162089679E+03    0.1607932584E+05
       379    0.8550000000E+03    0.8132054927E+03    0.1598701456E+05
       380    0.7680000000E+03    0.8230751480E+03    0.1629035667E+05
       381    0.7450000000E+03    0.7300409257E+03    0.1343096629E+05
       382    0.7070000000E+03    0.7275321405E+03    0.1335385922E+05
       383    0.7180000000E+03    0.7357762055E+03    0.1360723910E+05
       384    0.8740000000E+03    0.7184048426E+03    0.1307333333E+05
       385    0.8290000000E+03    0.7264920669E+03    0.1332189274E+05
       386    0.7000000000E+03    0.7466628410E+03    0.1394183792E+05
       387    0.8060000000E+03    0.6533294621E+03    0.1107325301E+05
       388    0.7200000000E+03    0.6538885169E+03    0.1109043546E+05
       389    0.6880000000E+03    0.6704449709E+03    0.1159929515E+05
       390    0.1034000000E+04    0.1126492702E+04    0.2561584158E+05
       391    0.1139000000E+04    0.1191209829E+04    0.2760491103E+05
       392    0.1002000000E+04    0.9620581361E+03    0.2056197425E+05
       393    0.1056000000E+04    0.1126492702E+04    0.2561584158E+05
       394    0.1124000000E+04    0.1191209829E+04    0.2760491103E+05
       395    0.1082000000E+04    0.9620581361E+03    0.2056197425E+05
       396    0.1054000000E+04    0.1126492702E+04    0.2561584158E+05
       397    0.1190000000E+04    0.1191209829E+04    0.2760491103E+05
       398    0.9350000000E+03    0.9620581361E+03    0.2056197425E+05
       399    0.1037000000E+04    0.1083196762E+04    0.2428514851E+05
       400    0.1110000000E+04    0.1144551960E+04    0.2617088968E+05
       401    0.1035000000E+04    0.9273042512E+03    0.1949381974E+05
       402    0.9270000000E+03    0.1089912849E+04    0.2449156627E+05
       403    0.9760000000E+03    0.1153131043E+04    0.2643456628E+05
       404    0.9860000000E+03    0.9673434162E+03    0.2072441640E+05
       405    0.9560000000E+03    0.1089912849E+04    0.2449156627E+05
       406    0.9460000000E+03    0.1153131043E+04    0.2643456628E+05
       407    0.1089000000E+04    0.9673434162E+03    0.2072441640E+05
       408    0.9600000000E+03    0.1089912849E+04    0.2449156627E+05
       409    0.1033000000E+04    0.1153131043E+04    0.2643456628E+05
       410    0.1080000000E+04    0.9673434162E+03    0.2072441640E+05
       411    0.9240000000E+03    0.1048517161E+04    0.2321927711E+05
       412    0.1009000000E+04    0.1108451293E+04    0.2506134206E+05
       413    0.1053000000E+04    0.9323149714E+03    0.1964782334E+05
       414    0.8540000000E+03    0.9382067173E+03    0.1982890511E+05
       415    0.1086000000E+04    0.9857033155E+03    0.2128870466E+05
       416    0.8890000000E+03    0.8858619192E+03    0.1822009699E+05
